full_text;
resmi antara Indonesia dan Israel. B. Ini menunjukkan sikap tegas pemerintah terhadap konflik di Timur Tengah. C. Semoga larangan ini dapat memperkuat solidaritas dengan Palestina.;putraangga_6
@HandayaniHam1d isu khilafah di Indonesia adalah agenda dari kelompok-kelompok radikal intoleran seperti (HTI) yang sudah dilarang oleh pemerintah. Menurutnya isu-isu seperti konflik Israel Palestina ini memang kerap dijadikan propaganda dan eksistensi dari ideologi khilafah mereka.;MediaInformas15
@BSbukit @Israel Sikap Pemerintah;
Dalam beberapa minggu terakhir;
@detakjiwa88 @LaxusRalenion2n @idextratime Konflik nya tenggelam gara-gara Palestina-Israel kwkwkw dan kmrn ada post yg lewat beranda;
@wargadepok2121 @Sukyuma_Sparkyu @SoftWarNews lo liat deh skg kelakuan israel gmna;
Kenapa ya orang israel yang selama ini selalu kita anggap sebagai kaum yang memiliki intelektual tinggi. Berpikiran logis;
Idlix vs Netflix: Perbedaan Sikap Terhadap Konflik Israel-Palestina   https://t.co/qe9ZyQgZs2;jurnalfaktualid
@Myworkout_ @George_Todzira @mamayoshi_haru Konflik agama;
"keadilan dan perdamaian, kata salah satu peserta acara. Film Palestina yang diputar adalah ""Wajib"" karya Annemarie Jacir yang mengisahkan tentang hubungan ayah dan anak dalam situasi konflik politik. Semoga melalui film ini, kesadaran"";LilaLusiaw46";
@kuasabu2 @Tita83079013 Di Tepi Barat yang dikuasai Fatah;
KRi dr Radjiman bawa bantuan dan jadi rumah sakit bagi warga Palestina korban konflik dengan Israel. https://t.co/agPngtfdNK;validnewsid
Krisis kemanusiaan yang berkepanjangan di Palestina membutuhkan perhatian dan dukungan kita untuk membantu masyarakat yang menderita akibat konflik yang terus berlanjut.   Walaupun saat ini dalam masa gencatan senjata namun situasi di Palestina belum bisa dikatakan kondusif. https://t.co/8Zh4BdL6zt;SolusiWakaf
@neohistoria_id PBB ketika pemimpin2 Negara di dunia meminta mereka untuk mengurus konflik Palestina agar tidak terjadi banyak korban warga sipil;HypnicJerk7210
[OPEN DONASI]  Halo;
@kabuni99 Pilot Sandra di bilang hanya 1 orang  TNI di tembak di bilang masih banyak TNI yang lain  Indonesia tidak peduli dengan kemanusiaannya  Mereka itu mau hidup seperti kita yang lain  Pemerintah jangan sibuk dengan Palestina dan freeport;
@HandayaniHam1d Dlm konflik ini kita berharap israel menghentikan segala bentuk kekerasan dan penindasan kepada rakyat Palestina. shngga solusi perdamaian dpat tercipta shngga tdk bnyak korban dri sipil berjatuhan.;CancerboyBoy1
Di tengah konflik Palestina-Israel yang sedang berlangsung;
PBB Sepertinya Gagal Selesaikan Konflik Fir'aun Israel dengan Palestina - https://t.co/fK6DVG4Bcm  #sibernusantara #beritaterbaru #beritaviral https://t.co/NP9VWK8tDz;sibernusantara
@DokterTifa @jokowi Beberapa minggu terakhir mengikuti perkembangan media (massa;
SATU-SATUNYA SOLUSI JIHAD DAN KHILAFAH  Presiden Amerika Serikat (AS) Joe Biden mengatakan solusi dua negara merupakan cara yang tepat untuk menyelesaikan konflik Israel dan Palestina. Hal tersebut dia ungkapkan lewat sebuah cuitan di X (dulu Twitter).-- CNN Indonesia https://t.co/Z2o9Wqo2ex;santriboynek
"@SangGuru2471 @AmbyaranL Pilpres Indonesia itu rasanya seperti konflik Israel - palestina, mengerikan.  Israel &amp  palestina dari awal musuhan, tapi PDIP vs barisan Jokowi itu sebetulnya karib, namun hanya rebutan posisi saling hantamnya sadis juga. Pdhal hanya rebutan posisi bukan wilayah. Ampun dah 🙃"";havai2nd";
"@fictionalise Tolak ukur gak ikut ditentang karena gak populer"" tuh kamu lihat dari mana? Gak populer di circle kamu mungkin. Genosida di Congo yg lagi berjalan bareng sama di Palestina aja rame kok.  Gak usah tabrak²in satu konflik dan lainnya."";simpangsayur";
Selanjutnya masih terkait dengan isu  konfilk yang terjadi antara Israel dan Palestina;
Jujur gue sangat ingin ngajak Mine &amp  Imah lanjut S2 di Unhan;
"EP3. China terbitkan dokumen mengenai posisinya dalam konflik Palestina-Israel https://t.co/DZiu2EnLay"";whynot093";
China tegaskan dialog cara terbaik selesaikan konflik Palestina-Israel https://t.co/HPSqEIPJGd;antaranews
@HandayaniHam1d mendukung penyelesaian konflik Israel-Palestina;
@Adhikatama1 @Heraloebss @Rosianna766Hi @KompasTV @kompascom @hariankompas Arah berita² group @kompascom saat² ini cenderung tendensius bahkan melecehkan logika utk isu² besar lokal &amp  internasional;
@HandayaniHam1d Pemerintah Indonesia dan negara-negara regional mengajukan upaya diplomasi untuk mengatasi konflik Israel-Palestina;FuifuiMahya
... pada perusahaan-perusahaan diduga terafiliasi dengan pihak yang terlibat konflik di Palestina;
Sjk konflik Palestina pecah 7 oktober lalu sampe hari ini;
❌ Video Datangnya Bantuan Amerika kepada Israel Melalui Kapal Laut Militer   ✅ Faktanya video tersebut diambil pada saat pasukan AS sedang melakukan latihan pendaratan amfibi di Kolombia pada 19 Juli 2023;
Apa Itu Peristiwa Nakba dalam Konflik Israel-Palestina? https://t.co/peSSnxmtGj;Belajar101
@Greschinov bayangin perasaan mrk ketika lama kelamaan sadar kalau israel itu adalah penjahat dalam konflik palestina.  selama ini kan mrk nganggep kalau israel itu pahlawannya.  denialnya kayak apa coba itu ntar;Hanin11705
Kritik Tajam Sara Nour Terhadap Kegagalan Konvensi Internasional dalam Menyelesaikan Konflik Palestina https://t.co/lA8Uv0q9FN;IdnNeo
Bebaskanlah Palestina  Persoalan Israel-Palestina ini kompleks;
#Jokowi Ramalkan Konflik di Rusia hingga Palestina Tak Selesai dalam Waktu Dekat https://t.co/Bp6uQeF3eo;chatnews_id
Jangan pernah berhenti mengabarkan tentang kondisi dan perjuangan rakyat Palestina dalam melawan kebiadaban Zionis Israhell laknatullah.  🎥Hari ini 👉konflik telah pecah dengan pasukan penjajah Israel di kota Betunia;
RRV sepakat dengan PBB dan Israel;
@MadristaTe32569 @x1a0_90n9 @GGGBoxng @PakThanos27 Hubungan deng konflik israel palestina apa? Tolong diajarin dong puh...sepuuhh.. https://t.co/Q3M3kzin6h;chester69248283
@MadristaTe32569 @x1a0_90n9 @GGGBoxng @PakThanos27 Lah?? Loe nape? Sehat? Yg bilang palestina konflik agama siape? Dibaca lg;
@chester69248283 @x1a0_90n9 @GGGBoxng @PakThanos27 Beningan kau mati ajah sibuk dengan kaykinan orang;
@chester69248283 @x1a0_90n9 @GGGBoxng @PakThanos27 Siapa yang tanya agama kau?? Bukan nya kau dan kaum kau sibuk urusin keyakinan orang? Konflik palestina kau kira konfil agama;
China terbitkan dokumen mengenai posisinya dalam konflik Palestina-Israel https://t.co/nuxUcYpc6W https://t.co/nsZ5lcHSvg;XHIndonesia
@AganAdam07 @neotechg Benar;
Galang dukungan untuk membangun kembali Palestina yang hancur akibat konflik. #freepalestina #PKSpembelarakyat #PKSnomor8 #sayaAMIN2024 #AMINAjaDulu;bonebone577
Palestina bukanlah konflik agama;
Leres. Sana yang perang;
Yuk;
@RugroadRaggy2 @Valhallaah @RandomWorldWar Pahami saja. Israel itu musuh nya dari mana saja.  Masuk wilayah Palestina ;
"@RugroadRaggy2 @Valhallaah @RandomWorldWar lha iya, yg penting kan PERNAH ADA"". Balik lagi ke masalah collateral damage, ini selalu ada di semua peperangan.   Indonesia hanya peduli soal Israel-Palestina sementara diam saja dgn masalah kemanusian negara lain, ini jelas krn ada Yahudi di konflik Israel - Palestina.  Kalo…"";GGGBoxng";
"Buat yg suka ngomong, kita hrs fokus urus konflik dalam negri aja"", atau ""jauh2 amat peduli Palestina, di sini orang jd ditindas"", atau ""bela palestina bisa, bela bangsa sndiri susah"", tolong perluas perspektifnya ya. Apa yg tjd di sini bs jd krn tangan2 org luar."";hastarika";
Rusia Lakukan Segala Cara untuk Redakan Konflik Israel-Palestina https://t.co/A9yvmk6pcr;Kilas_berita_
@AgusSantaiAja @nj1050 @RandomWorldWar Apa hubungan antara senjata;
@PencariPurnama @neohistoria_id Bisa jadi karena ekonomi lesu;
@AgusSantaiAja @nj1050 @RandomWorldWar Palestina-Israel dalam thread persenjataan;
Update Konflik Israel Palestina: Gencatan Senjata Diperpanjang Satu Hari Lagi! https://t.co/feucH1vt5g;pikiran_rakyat
Presiden AS Joe Biden Serukan Solusi Dua Negara untuk Konflik Israel-Palestina;
Atasi Konflik Israel-Palestina;
Setop Perang di Israel-Palestina Sekarang Juga;
@Gojekmilitan 😁propaganda syiah ..distiap eskalasi konflik israel-palestina syiah slalu berpura ambil bagian  alakadarnya namun britanya di Overloud.. Ingat konflik trakhir sblm 2023 iran klaim bantu roket ;
*Sejarah Wilayah Tepi Barat dalam Konflik Israel-Palestina lihat selengkapnya : https://t.co/Tau31BFoG8 https://t.co/yXLiS9AqKg;cristin_456
@Tita83079013 Logika menyembah matahari/patung itu jelas cacat. Okelah klo logika lainnya sih mantap. Gw jg kerja di perusahaan Jepang.  Dan dalam lingkup logika konflik Palestina-israhell;
Permalasahan apa pun;
@bnsphrxyzzz Sikap resmi NKRI thd konflik Palestina-israhell adalah mendukung Palestina. Klo elu dukung israhell sm dgn dukung penjajahan. Jd jelas elu itu pengkhianat bangsa &amp  negara.;DamDoolley
"berharap dapat menyaksikan langsung terwujudnya perdamaian di Gaza Palestina yang hingga saat ini masih mengalami konflik.  Alhamdulillah, kolaborasi antara UPZ BAZNAS Telkom dan rekan-rekan dari MTTG berhasil mengumpulkan bantuan sebesar Rp610 juta."";MttgGatsu";
@SammiSoh Kamu mewakiki orang katolik? Kamu memanfaatkan konflik palestina untuk menunjukkan kebencianmu pada islam dan setiap detik menebar bibit2 perpecahan antar sara;
Kami percaya bahwa kita semua masih bisa membantu saudara-saudara kita yang menjadi korban konflik. Mari bersama kita sisihkan apa yang kita punya untuk memberikan senyuman mereka kembali.  #gaza #palestina #kemanusiaan #lazismu #lazismupekanbaru #memberiuntuknegeri https://t.co/EWbRhbN7D0;LAZISMU_PKU
Dalam beberapa dekade terakhir;
bawa-bawa salaf. malah kalo dia salaf harusnya ga suka menuduh tanpa ilmu;
@AgusSantaiAja @nj1050 @RandomWorldWar Kamu yg gk nyadar klo maksa bgt bawa² konflik Palestina-Israel di thread yg mbahas persenjataan;fanka_dam
"@AgusSantaiAja @RandomWorldWar Gini, emang semua persenjataan buatan/dioperasikan sama israel? Nggak kan? Thread ini bahas persenjataan, nggak ada hubungannya dg konflik Palestina-Israel (militer mana pula yg mau buang² 220 rb buat satu peluru). Lagipula, jawabanmu sekadar koq panik, koq panik"". Biar apa?"";fanka_dam";
@neohistoria_id Konflik israel - palestina nya mau di bawa ke sini beneran. Tolol;feelsbringer
@Valhallaah @DivHumas_Polri @ListyoSigitP karena itu lah masyarakat menilai konflik israel-palestina ini masalah agama;
Data Korban Tewas Konflik Israel-Palestina hingga 28 November 2023 https://t.co/pSYkW5PDKv;DataindonesiaId
Diskusi menyoroti dampak serius konflik Palestina;
Keprihatinan global terhadap tragedi kemanusiaan yang berlarut di Palestina;
Bukan konflik agama tp dulu banyak yg termotivasi dengan dasar agama. Kalau sekarang konflik Palestina-Israel juga katanya bukan masalah agama;
@FJkt1010 @raykairi @soya_auro @Traxr @neohistoria_id @ahmedasarlan Marahlah Palestina;
Sejak meningkatnya eskalasi konflik;
@chelseagdv @Kang_Toniee @Elz4m_ Semenjak mandat inggris atas kawasan palestina hampir smua konflik  bangsa arab palestina yang memulai terutama setelah kepulangan haji amin al-huseini;
Konflik Israel vs Palestina konsisten sejak dulu;
Pak JK Ketum PMI akan kirim personil ke Palestina untuk melakukan kaji cepat;
@YogaPras_ @jokowi Halah;
@NandeBapakuKaro @ismailhasan13 @lilaccountz Konflik Israel-Palestina ini hingga akhir zaman.. Bahkan setelah dirimu mati sekalipun.. Konflik ini akan terus berlanjut...;FerryIrwanto2
@tanyarlfes setelah peristiwa 7 october;
@PakThanos27 @x1a0_90n9 @GGGBoxng Konflik sekarang Palestina Israel apa inggris Palestina?? Konteks tweet diatas bahas palestina Israel apa palestina inggris?? Siapa yg bodoh? 🫵🫵🤣🤣🤣🫵🤣🫵🤣🫵🤣;arHANds
"Konflik Israel-Palestina telah berlangsung selama 75 tahun, dan bahkan lebih lama bila kita menariknya lebih jauh sebelum pembentukan Israel pada 1948.""  #sosialisme #revolusioner #Free_Palestine"";frontmudarev";
"Ini karena konflik Israel-Palestina sedari awal mewakili intervensi imperialis Barat di Timur Tengah. Dalam konflik Israel-Palestina terekspresikan dengan mencolok dan gamblang problem kebangsaan negeri-negeri Timur Tengah di tengah imperialisme yang mencekik.""  #sosialisme"";frontmudarev";
@neohistoria_id Isu konflik Palestina ini sepertinya menjadi isu anak emas warga sini ya;
@o123Typo @nyxterstein @risadamson @memelord_666666 Karena bnyak yg baru tau;
@swarnadiva11 @Kang_Cepot @NandeBapakuKaro @IrsyadNasution1 @lilaccountz Scr garis besar bisa kita ambil pelajarannya;
@kompascom Pak baca sejarah;
@890_ilham @neohistoria_id @HansWibowo15 Yg harus kita akui adalah;
Indonesia melalui Menlu Retno Marsudi mendesak agar gencatan senjata dapat berjalan permanen dalam konflik Israel-Palestina. https://t.co/mCKVb9331Y;nu_online
Sejarah Wilayah Tepi Barat dalam Konflik Israel-Palestina  https://t.co/H58v8cQ8YC https://t.co/ghus5PyvjR;ulek_cabe98661
Sejarah wilayah Tepi Barat yang dijuluki 'Berlin kecil' dalam konflik Israel dan Palestina  https://t.co/8qhJSTTZAE;MelodiAsyik
Rakyat Palestina telah mengalami penderitaan yang luar biasa akibat konflik yang berkepanjangan. #PerangHarusBerakhir #JulidFiSabilillah;siska_larass
HENTIKAN POLITIK AGAMA DALAM HAL KONFLIK PEPERANGAN PALESTINA DENGAN ISRAEL JANGAN MEMBUAT SUASANA MAKIN PANAS DAN MELUAS KESELURUH PANCAR NEGARA ARTINYA JANGAN SAMPAI MELUAS KESELURUHAN NEGARA-NEGARA. RAJA YUNAN NKRI🇲🇨 INTRUKSIKERAS HENTIKAN POLITIK AGAMA https://t.co/ibV749GcXI;yunankingstar1
Sejumlah pihak menyatakan konflik di Ukraina sebagai perjuangan mencapai kemerdekaan. Tetapi;
[Media Partner : Mandiri Amal Insani ]  *Darurat;
@Traxr @neohistoria_id @ahmedasarlan lo belajar sejarah konflik israel-palestina SEMENJAK 7-10-23 aja udah jelas SALAH. ibarat nonton series tv langsung nonton season 4 tapi season 1-3 di skip😙;cozmo_nut
Rusia Lakukan Segara cara Redakan Konflik Israel-Palestina https://t.co/Gjj6MiKM29 https://t.co/WRTR0iwWzf;suaraindonews_
@neohistoria_id Nih yg mau versi singkat tapi cukup untuk memahami konflik ini.  https://t.co/u9yBjHK0tD  Penuntutan pengembalian wilayah sesuai dengan Un Border 1947 gak hanya menjadi alasan org Palestina ngelawan pake senjata;
@elonmusk lagi ngapa sih rika om?  🔸 Lebih dari 6.000 anak;
@Avolanza @elonmusk Sekedar bertanya;
Posisi terkuat sejauh ini datang dari artis dan pembuat film Yahudi-Israel;
Bitung sudah aman;
"@Traxr @neohistoria_id @ahmedasarlan Apasih tol, you thought you did something there ? Sejarah kejadian 7 oktober"" kek ni konflik baru dimulai tgl itu aja, tipikal zionis sih, playing victimnya keras bgt. Korban israel 900 koar2, palestina 15000 malah mingkem cep dn denial"";drw_reno";
@neohistoria_id Ga level min ngeladenin orang yg jadii basis 7 Oktober sbg muasabab konflik Palestina-Israel. Ga usah direspon.;samvahbat
Senin;
hak-hak rakyat Palestina untuk menentukan nasib sendiri.  Solidaritas adalah salah satu nilai fundamental dan universal yang harus mendasari hubungan internasional di abad ke-21;
Sebenarnya konflik ini bermula dari mana sih? Untuk penjelasan selengkapnya terkair konflik antara Palestina dan Israel ini;
🚨Konflik Israel dan Palestina memanas lagi🚨;kawanWH
GURU Besar Departemen  Hubungan Internasional FISIP Universitas Indonesia (UI) Evi Fitriani  menegaskan konflik Israel dan Palestina bukan merupakan konflik antar  agama melainkan sebuah penjajahan.    Sumber: https://t.co/r0JeHKo4yC;mediaindonesia
SATU-SATUNYA SOLUSI JIHAD DAN KHILAFAH  Presiden Amerika Serikat (AS) Joe Biden mengatakan solusi dua negara merupakan cara yang tepat untuk menyelesaikan konflik Israel dan Palestina. Hal tersebut dia ungkapkan lewat sebuah cuitan di X (dulu Twitter).-- CNN Indonesia… https://t.co/qQfIAFEMzb;AisyPakne
Suka banget lompat pagar agama lain;
Tiga hal penting dari diskusi tadi: 1) isu Palestina bukan konflik agama 2) solidaritas thp rakyat Palestina adl seruan kemanusiaan 3) dukungan bisa dilakukan dg banyak cara dan khusus utk boikot harus tepat sasaran dan punya basis riset yg kuat Mari bersolidaritas dg akal sehat;itokwardoyo
konflik Israel dan Palestina ini bener-bener jadi pengingat diri bahwa kadang yang buta itu bukanlah mata melainkan hati dan pikiran. Allah baik banget udah ngasih kita kisi-kisi dan tuntunan untuk menghadapi yang kayak gini dan dimana kita harus berpihak juga bertindak.;medurororo
Masyarakat internasional harus berperan aktif dalam membantu warga Palestina yang terdampak konflik ini. Mereka membutuhkan bantuan kita. #perangharusberakhir;AfiyahKamila7
Ini bukan konflik antara dua pihak yang seimbang;
@Generasi_MudaNU @ganjarpranowo @mohmahfudmd Nama imilx @Generasi_MudaNU tapi munafik;
Yang benci Palestina dan ngatain Hamas teroris tuh emang islamophobic + tolol aja sebenernya wkwk padahal konfliknya bukan konflik agama;
Sejarah Wilayah Tepi Barat dalam Konflik Israel-Palestina https://t.co/UWOK8VOufn;kompascom
😇😇😇 ternyata ARAB lebih mengerti sejarah Bangsa ISRAEL ;
Namun sebenarnya;
Dibalik Tagar #boikotX yang Ramai diperbincangkan;
Kapolda Jawa Timur Irjen Pol. Drs. Imam Sugianto;
Menganggap konflik Israel-Palestina sbg konflik agama justru merugikan Palestina. Itu berulangkali disampaikan oleh duta besar Palestina.;ecosocrights
Maka dari itu;
Guru Besar Fisip UI: Penjajajahan Israel ke Palestina Bukan Konflik Agama https://t.co/x9PS2kbyTa;KompasTV
Percaya;
disebut konflik agama memang ada benarnya;
Kapolda Jawa Timur Irjen Pol. Drs. Imam Sugianto;
